duration,packet_size,failed_logins,request_rate,Attack_Label
678,70,0,156,0
996,235,0,402,1
141,1462,0,395,1
449,767,0,480,1
46,204,5,287,0
30,141,9,260,1
231,244,3,374,1
350,1090,7,498,1
273,1292,1,251,0
42,709,2,115,0
383,532,9,154,1
283,1214,1,55,0
361,1125,4,423,1
307,1441,2,63,0
801,1201,10,55,1
90,1308,9,130,1
305,1304,5,171,0
835,1391,6,286,1
244,1075,0,138,0
334,578,5,477,1
672,1027,6,330,1
702,71,2,9,0
475,389,8,191,1
547,871,0,382,1
362,364,6,171,1
476,1393,0,80,0
716,1034,0,352,1
462,702,4,180,0
645,1220,7,335,1
326,106,3,280,0
141,290,2,406,1
381,226,9,30,1
189,857,6,162,1
570,485,1,82,0
185,50,2,322,1
782,1023,3,146,0
357,1238,7,235,1
533,215,7,492,1
511,461,0,82,0
562,137,0,346,1
880,306,4,325,1
126,57,2,249,0
117,199,3,226,0
635,1072,1,108,0
220,1355,10,84,1
177,716,6,118,1
430,1268,1,301,1
111,1194,4,173,0
729,1142,3,122,0
406,654,0,475,1
209,263,0,275,0
982,771,6,224,1
355,921,5,357,1
641,718,7,197,1
463,557,1,390,1
659,1150,8,241,1
780,1198,6,227,1
867,1134,8,176,1
655,1109,7,42,1
450,597,1,141,0
902,1305,6,53,1
451,745,3,398,1
368,736,1,447,1
917,1301,10,26,1
548,984,4,313,1
217,120,6,295,1
162,1059,3,404,1
680,475,0,223,0
49,1126,6,271,1
730,302,10,411,1
409,1073,6,392,1
401,604,2,387,1
771,1144,0,27,0
399,841,6,60,1
13,1145,1,272,0
767,125,5,480,1
953,862,3,437,1
358,1188,7,378,1
858,1385,4,64,0
555,635,0,158,0
393,1426,9,467,1
490,665,10,70,1
34,815,9,257,1
435,1428,6,407,1
554,886,0,340,1
712,1378,8,350,1
416,919,3,462,1
864,411,9,218,1
826,559,6,267,1
896,810,3,297,0
990,553,4,310,1
221,169,9,97,1
782,754,0,190,0
740,1176,1,4,0
292,803,1,118,0
452,1090,1,202,0
842,440,1,117,0
825,597,6,11,1
178,433,3,433,1
1,1406,0,318,1
497,1410,1,165,0
905,165,9,395,1
312,348,2,125,0
529,1457,3,3,0
367,1062,6,143,1
105,1283,6,496,1
408,908,7,168,1
116,1223,2,261,0
978,152,7,7,1
276,512,1,170,0
892,843,6,54,1
808,1133,8,339,1
478,1413,1,237,0
723,806,5,246,0
559,1072,0,94,0
386,921,2,218,0
894,1255,3,81,0
966,1243,8,439,1
590,547,9,57,1
316,1484,4,341,1
849,644,9,495,1
626,1302,7,299,1
1000,278,6,360,1
368,246,5,170,0
523,1002,9,357,1
422,56,7,157,1
732,1205,9,241,1
373,487,1,465,1
741,369,6,104,1
316,305,5,211,0
87,962,6,121,1
374,411,2,136,0
993,59,7,191,1
692,1498,1,258,0
819,899,1,229,0
797,112,4,237,0
201,724,2,367,1
424,1128,6,472,1
977,325,1,315,1
129,1071,1,231,0
92,720,8,79,1
948,874,6,98,1
960,1066,9,79,1
509,481,2,343,1
494,1223,10,234,1
137,1364,6,189,1
784,153,5,265,0
340,640,4,438,1
251,1492,8,115,1
341,1397,2,110,0
553,1107,6,351,1
758,435,7,42,1
872,1091,5,346,1
359,102,2,434,1
957,1178,6,70,1
641,71,10,475,1
942,373,5,85,0
958,694,0,345,1
677,1356,2,138,0
330,704,4,322,1
685,174,9,258,1
130,886,2,244,0
779,1257,8,40,1
405,306,1,263,0
776,1249,5,186,0
206,212,4,86,0
495,1111,4,91,0
108,838,5,93,0
175,890,6,445,1
142,1188,2,306,1
168,699,6,48,1
282,610,4,30,0
878,44,5,472,1
153,560,9,11,1
754,756,2,39,0
143,1081,1,400,1
315,1186,0,37,0
571,306,7,165,1
943,1401,2,6,0
475,1044,5,63,0
79,200,8,207,1
409,285,9,346,1
633,124,8,344,1
792,853,5,403,1
914,1348,9,112,1
32,1195,6,280,1
857,423,5,37,0
750,514,2,370,1
585,1315,0,194,0
575,1476,7,415,1
280,410,10,260,1
738,1108,9,256,1
717,959,2,223,0
308,469,2,244,0
629,725,6,474,1
725,1452,7,361,1
418,344,4,279,0
70,1132,1,189,0
402,439,8,77,1
424,1406,4,457,1
273,345,1,383,1
805,1057,10,332,1
761,1086,0,50,0
4,1499,1,249,0
316,354,8,137,1
515,69,2,174,0
642,46,9,207,1
463,1484,0,471,1
186,829,7,167,1
673,1003,10,368,1
840,600,9,215,1
318,450,6,316,1
739,375,6,256,1
815,1092,3,332,1
187,1414,1,206,0
237,1143,10,217,1
160,666,9,104,1
671,404,8,449,1
180,472,6,402,1
413,250,6,330,1
197,984,0,132,0
627,1471,4,93,0
729,1018,4,256,0
391,510,6,261,1
622,83,3,216,0
735,323,1,132,0
677,817,5,301,1
795,1160,2,160,0
269,665,8,216,1
138,1148,0,309,1
976,29,7,105,1
394,1088,6,146,1
470,1055,0,24,0
173,311,9,324,1
586,875,3,499,1
210,221,2,66,0
286,1311,0,161,0
741,1478,6,88,1
298,1324,6,65,1
586,186,9,138,1
183,399,10,351,1
149,988,10,398,1
310,894,4,227,0
625,503,4,418,1
311,80,9,248,1
463,1471,0,423,1
16,506,8,98,1
269,1338,4,463,1
770,584,1,169,0
564,216,3,324,1
429,711,9,174,1
859,947,3,228,0
217,739,0,33,0
5,1289,3,331,1
345,1380,10,67,1
238,874,0,107,0
929,686,1,186,0
81,681,10,38,1
802,1451,9,136,1
400,510,5,104,0
829,609,7,297,1
600,274,8,144,1
838,376,1,37,0
229,1487,4,102,0
610,483,9,473,1
687,138,0,115,0
724,1305,1,484,1
72,150,10,66,1
537,937,8,488,1
149,249,1,95,0
114,1039,4,393,1
128,1040,10,471,1
339,1349,10,159,1
333,656,6,224,1
64,605,1,37,0
393,1397,1,104,0
12,240,8,33,1
138,176,6,17,1
818,1009,0,41,0
611,1470,5,300,0
889,449,4,142,0
32,577,2,293,0
935,677,6,478,1
981,569,8,182,1
510,1215,7,75,1
895,1251,9,496,1
115,200,6,30,1
93,961,7,338,1
403,1216,6,225,1
49,519,7,34,1
617,1139,1,19,0
904,894,3,158,0
871,869,8,440,1
470,968,8,158,1
696,333,1,103,0
947,260,1,312,1
598,1412,1,373,1
861,908,0,56,0
933,1325,4,200,0
512,62,8,447,1
960,1027,7,498,1
890,1460,4,194,0
463,754,4,81,0
751,210,2,497,1
901,1447,10,341,1
80,794,9,258,1
891,1206,7,183,1
362,914,6,68,1
323,651,5,461,1
863,665,4,150,0
243,564,5,85,0
468,155,1,51,0
910,986,2,400,1
798,331,0,454,1
338,1412,2,478,1
900,853,10,235,1
805,591,4,196,0
329,789,8,188,1
651,650,6,219,1
57,333,2,425,1
580,186,9,336,1
211,44,3,4,0
760,1148,5,70,0
686,1076,1,500,1
264,1279,10,249,1
935,1081,10,35,1
969,1499,3,490,1
336,75,9,326,1
787,892,5,145,0
816,360,3,492,1
408,1429,4,141,0
148,1119,5,76,0
621,949,10,289,1
925,745,4,28,0
204,473,5,287,0
667,1107,0,28,0
368,689,7,239,1
939,1035,4,224,0
140,845,3,442,1
651,463,7,68,1
368,1002,2,225,0
298,536,1,171,0
830,720,8,233,1
286,627,1,427,1
108,651,6,265,1
103,807,7,313,1
635,300,10,471,1
396,1281,2,321,1
719,261,4,414,1
100,1442,2,409,1
117,254,6,171,1
627,86,1,249,0
846,699,4,171,0
431,1291,6,479,1
519,496,0,174,0
473,983,1,288,0
183,1071,2,464,1
197,508,3,470,1
395,1279,7,411,1
635,301,8,185,1
551,1238,8,281,1
227,842,0,188,0
477,1133,8,49,1
238,255,2,257,0
71,93,9,21,1
729,513,8,211,1
652,26,9,253,1
792,980,4,396,1
732,881,8,500,1
33,1402,7,59,1
608,970,2,381,1
661,1360,4,271,0
644,1146,5,479,1
861,215,9,190,1
381,590,3,369,1
242,718,0,403,1
939,961,3,458,1
826,944,1,48,0
587,809,6,346,1
386,1027,4,132,0
410,268,2,282,0
579,748,8,80,1
622,697,0,19,0
409,1033,6,411,1
659,300,0,26,0
237,596,4,56,0
337,1207,0,415,1
800,744,10,110,1
734,1239,10,181,1
98,977,9,497,1
60,431,3,68,0
592,319,0,203,0
786,628,7,490,1
858,343,4,2,0
912,474,5,42,0
566,221,6,152,1
847,1162,9,11,1
613,1169,2,56,0
474,1246,5,350,1
15,1245,3,310,1
285,84,9,399,1
6,1289,3,312,1
750,1141,4,17,0
286,1427,9,103,1
502,1362,2,91,0
446,1177,1,66,0
402,392,5,426,1
918,570,6,280,1
62,1074,5,416,1
989,1198,9,196,1
343,157,10,403,1
937,497,10,369,1
706,822,1,13,0
219,324,2,40,0
1000,746,8,228,1
545,306,8,440,1
556,1256,7,69,1
88,1033,10,187,1
501,1271,3,331,1
788,798,10,254,1
138,397,0,212,0
650,299,2,158,0
2,911,8,58,1
210,324,2,404,1
18,1295,6,127,1
768,353,5,121,0
992,472,3,18,0
520,245,3,276,0
603,447,7,444,1
771,172,9,146,1
653,841,8,428,1
241,1474,2,167,0
570,458,1,109,0
531,1300,4,6,0
551,90,3,354,1
15,1027,2,286,0
339,183,4,58,0
711,1036,10,65,1
934,1015,1,383,1
541,1216,6,290,1
50,1165,6,459,1
541,1470,10,457,1
649,278,2,89,0
193,731,7,479,1
925,512,0,321,1
932,981,7,389,1
189,421,7,171,1
227,689,3,65,0
717,1394,9,377,1
613,1350,3,158,0
956,27,1,112,0
942,1157,6,255,1
73,991,6,439,1
132,1303,0,145,0
25,103,0,395,1
382,358,4,358,1
533,1107,3,305,1
550,760,6,168,1
598,902,1,202,0
988,1203,1,477,1
106,882,0,190,0
331,699,1,51,0
658,250,2,45,0
798,1320,7,304,1
263,973,8,65,1
856,524,4,174,0
421,794,4,90,0
940,1227,8,489,1
791,1132,6,473,1
239,756,3,383,1
482,427,8,291,1
980,38,7,187,1
597,147,7,299,1
90,883,4,380,1
569,813,4,262,0
457,1032,5,187,0
675,813,7,279,1
364,1176,9,425,1
894,1223,6,192,1
969,100,5,285,0
242,230,4,216,0
181,855,7,373,1
550,551,6,463,1
189,1191,6,486,1
163,1307,0,207,0
83,100,9,59,1
278,608,1,41,0
568,1143,2,1,0
688,963,9,447,1
379,367,1,41,0
166,24,1,73,0
893,1088,8,452,1
811,247,3,181,0
607,614,1,93,0
985,846,8,491,1
115,426,6,154,1
765,626,1,147,0
365,384,9,334,1
262,33,7,321,1
621,383,5,26,0
819,189,5,85,0
590,722,2,117,0
236,1500,5,281,0
845,1402,3,94,0
175,221,2,215,0
766,888,4,59,0
728,637,10,156,1
442,357,10,431,1
868,1406,7,319,1
85,526,5,392,1
443,1244,5,34,0
723,1300,7,89,1
320,1036,2,160,0
407,775,0,422,1
785,715,7,180,1
101,1278,7,320,1
259,470,0,310,1
655,648,5,289,0
984,730,4,217,0
924,477,6,97,1
225,1062,3,471,1
428,781,4,188,0
864,584,9,159,1
35,369,4,289,0
274,1390,4,9,0
407,874,2,320,1
448,1445,5,94,0
910,1131,10,139,1
915,211,0,297,0
880,647,3,83,0
376,502,2,337,1
590,718,2,290,0
445,606,0,226,0
817,335,4,370,1
107,488,7,142,1
102,1007,3,353,1
430,1433,1,279,0
84,99,5,136,0
143,1223,9,57,1
908,310,1,123,0
560,1211,1,72,0
535,1211,10,359,1
98,640,1,50,0
544,1307,9,7,1
852,1470,4,207,0
259,1301,5,456,1
321,45,7,43,1
787,1188,3,143,0
108,223,0,55,0
759,1321,8,1,1
1,1231,8,464,1
902,454,5,200,0
844,365,10,378,1
654,1191,10,414,1
258,964,1,371,1
26,310,2,397,1
623,642,0,379,1
314,116,2,332,1
963,45,0,85,0
507,107,8,73,1
158,172,1,168,0
157,1197,5,60,0
839,47,8,117,1
542,1243,0,414,1
908,799,7,495,1
397,1041,8,425,1
661,587,3,442,1
880,1383,4,446,1
620,1422,8,441,1
38,518,8,214,1
939,648,0,273,0
717,860,0,493,1
854,963,4,476,1
648,1105,7,360,1
73,651,7,468,1
932,68,8,461,1
404,1255,9,48,1
14,422,1,376,1
372,952,4,24,0
573,1268,6,385,1
717,1194,1,314,1
516,828,6,69,1
370,296,9,34,1
25,293,0,61,0
496,784,5,101,0
694,669,9,329,1
990,830,0,254,0
309,658,8,403,1
133,1197,7,23,1
562,442,8,26,1
883,179,10,149,1
950,1133,3,67,0
590,1331,8,322,1
827,1024,5,367,1
173,545,2,175,0
595,493,0,129,0
406,884,7,429,1
975,349,5,411,1
948,1086,2,120,0
501,31,3,234,0
91,1060,8,215,1
331,656,2,94,0
862,1343,6,105,1
114,826,8,456,1
715,1339,3,188,0
722,22,4,34,0
297,699,5,62,0
132,1088,1,239,0
841,1426,4,192,0
427,1292,6,175,1
317,1106,3,182,0
658,632,8,403,1
142,1346,4,285,0
632,242,0,479,1
985,1474,3,277,0
1000,1020,4,140,0
835,680,0,73,0
159,747,1,134,0
532,170,0,440,1
227,1439,0,401,1
298,146,0,235,0
550,149,10,201,1
770,1401,5,329,1
128,1447,8,121,1
981,1278,1,153,0
451,1071,0,292,0
208,557,8,469,1
322,751,10,392,1
925,774,3,93,0
815,1411,1,240,0
372,1100,10,250,1
175,1353,10,113,1
119,232,7,382,1
587,957,3,274,0
674,57,10,447,1
299,1413,4,69,0
295,188,2,462,1
135,253,6,50,1
186,1429,5,335,1
704,134,6,290,1
834,200,0,381,1
58,1382,5,447,1
560,1476,8,344,1
310,592,9,330,1
512,606,2,11,0
977,1443,2,111,0
968,1288,2,114,0
875,1340,6,14,1
864,522,3,45,0
601,1345,3,382,1
423,105,7,386,1
247,785,2,66,0
577,1385,6,315,1
963,796,1,115,0
669,545,8,111,1
465,373,7,134,1
648,1210,5,234,0
165,171,0,258,0
459,1445,7,334,1
364,1286,6,115,1
716,951,0,210,0
802,392,6,115,1
659,1379,5,30,0
876,1170,1,70,0
564,104,9,177,1
840,399,4,434,1
672,55,8,93,1
940,1071,1,223,0
548,240,2,487,1
454,397,9,50,1
637,936,1,281,0
63,1042,9,208,1
447,1427,3,351,1
640,25,0,241,0
381,46,10,138,1
792,918,5,360,1
43,1211,4,115,0
756,680,2,246,0
248,192,7,199,1
87,138,9,136,1
59,1234,4,418,1
716,1418,10,124,1
346,470,7,263,1
195,1141,9,168,1
715,968,6,7,1
191,210,3,476,1
198,1031,8,15,1
958,386,5,22,0
264,1343,4,74,0
792,1231,2,391,1
522,1499,9,444,1
474,610,10,72,1
509,992,1,393,1
263,391,2,261,0
235,1104,4,479,1
742,811,5,231,0
845,82,7,394,1
979,1062,4,309,1
614,423,9,345,1
927,947,4,49,0
999,847,6,170,1
577,351,0,377,1
613,1193,6,190,1
739,347,10,294,1
415,1109,5,308,1
756,1329,6,246,1
843,311,4,119,0
469,136,0,54,0
979,1194,8,119,1
816,971,6,173,1
622,1057,6,48,1
251,163,3,277,0
183,1032,4,39,0
274,637,0,130,0
297,977,6,115,1
914,96,4,209,0
565,37,9,379,1
941,1378,2,61,0
253,362,0,392,1
46,843,5,368,1
401,1119,2,279,0
300,89,4,254,0
25,809,5,426,1
199,496,3,275,0
51,465,3,490,1
975,897,0,127,0
242,766,1,185,0
242,36,4,226,0
899,412,2,402,1
399,1456,6,383,1
855,383,7,382,1
9,397,0,73,0
9,717,6,300,1
144,789,4,405,1
376,207,6,415,1
873,733,3,185,0
792,477,5,348,1
981,386,3,21,0
594,455,10,194,1
304,693,10,100,1
130,188,2,373,1
907,499,9,406,1
983,1146,8,407,1
150,374,7,86,1
896,495,6,149,1
865,579,4,174,0
700,792,7,445,1
866,1293,3,338,1
889,1481,2,69,0
585,1433,3,64,0
872,1150,5,321,1
317,671,5,200,0
757,758,7,74,1
550,622,9,485,1
623,26,3,396,1
318,719,10,161,1
206,368,2,352,1
707,771,9,123,1
803,400,5,264,0
841,292,8,32,1
316,325,1,476,1
672,362,6,73,1
618,434,10,164,1
499,856,3,237,0
476,1490,6,411,1
169,594,6,490,1
857,313,3,138,0
803,858,5,243,0
452,1481,3,444,1
423,1207,4,35,0
502,765,5,414,1
716,439,1,320,1
972,266,2,376,1
627,206,10,52,1
535,139,2,68,0
646,916,8,371,1
323,1107,3,270,0
878,1337,9,366,1
179,410,6,464,1
843,1488,5,5,0
290,972,0,342,1
409,1442,3,44,0
771,1279,4,339,1
481,548,0,400,1
460,535,5,309,1
622,929,7,218,1
166,876,9,220,1
883,1011,7,353,1
761,34,6,159,1
377,47,1,61,0
857,545,1,54,0
958,1255,10,182,1
590,120,5,63,0
493,1124,6,193,1
805,353,7,179,1
562,311,3,438,1
25,846,7,241,1
181,398,0,455,1
676,1290,9,383,1
765,420,6,44,1
287,165,7,39,1
188,476,2,296,0
894,326,8,123,1
6,1130,3,449,1
749,1353,8,125,1
489,917,5,36,0
872,1165,6,377,1
277,396,9,51,1
932,1049,2,112,0
300,774,6,119,1
560,1121,4,468,1
392,386,9,485,1
837,1334,9,73,1
872,435,4,313,1
362,131,0,288,0
90,63,0,28,0
918,604,4,431,1
88,504,1,230,0
780,153,5,273,0
324,553,5,2,0
711,927,10,205,1
623,956,10,366,1
448,958,6,159,1
360,1022,2,309,1
369,665,4,402,1
928,918,10,286,1
608,1342,4,453,1
972,1228,0,71,0
225,794,0,183,0
991,1442,8,384,1
210,148,7,318,1
751,1064,8,192,1
165,814,8,436,1
702,472,6,438,1
373,760,4,21,0
744,335,7,1,1
476,525,10,421,1
292,790,8,8,1
564,913,3,147,0
141,1426,6,360,1
482,20,5,295,0
456,372,5,257,0
425,853,4,154,0
907,435,2,108,0
617,1163,9,212,1
282,1213,7,43,1
827,535,10,315,1
674,210,7,441,1
228,935,2,169,0
499,86,1,54,0
240,737,8,165,1
951,192,5,427,1
836,1096,1,260,0
247,842,3,380,1
9,504,9,138,1
795,866,3,20,0
964,1290,8,341,1
766,1250,3,47,0
40,743,7,94,1
316,1240,7,251,1
849,1398,10,457,1
839,91,1,140,0
763,315,9,417,1
402,658,6,382,1
84,1083,1,185,0
133,336,10,260,1
113,1253,0,118,0
679,707,7,171,1
113,1075,8,429,1
318,455,7,215,1
933,1087,6,402,1
793,384,4,429,1
920,44,10,245,1
989,1160,5,151,0
483,1487,1,9,0
247,1151,9,70,1
135,544,4,30,0
228,545,3,483,1
737,26,8,27,1
481,501,7,107,1
407,1407,5,254,0
614,458,2,248,0
698,1363,3,145,0
89,916,9,47,1
256,86,4,188,0
169,1056,6,482,1
46,675,6,8,1
401,608,8,17,1
730,1046,3,322,1
947,492,3,224,0
892,727,9,460,1
495,1474,10,67,1
590,1347,0,268,0
211,1251,9,167,1
426,1466,8,278,1
640,170,3,238,0
674,647,7,324,1
910,585,2,477,1
485,984,10,461,1
437,1441,1,41,0
36,1380,5,247,0
356,690,7,464,1
583,436,0,469,1
775,1154,0,420,1
721,1399,10,213,1
450,1047,1,266,0
433,977,5,54,0
850,306,5,462,1
913,1124,9,189,1
427,1331,1,343,1
47,701,10,384,1
220,974,9,260,1
95,1008,4,497,1
747,1475,0,296,0
295,546,5,273,0
739,45,1,349,1
703,687,3,218,0
160,498,0,18,0
433,502,5,346,1
81,1139,4,42,0
402,573,9,39,1
32,177,0,105,0
273,1223,10,306,1
620,493,0,497,1
873,1143,3,63,0
335,620,3,40,0
744,391,10,109,1
152,997,6,395,1
471,299,0,40,0
514,358,3,216,0
670,124,2,473,1
455,1361,1,480,1
690,869,7,162,1
908,268,0,280,0
67,214,10,165,1
276,1475,5,293,0
134,152,2,85,0
611,1180,4,142,0
574,484,0,324,1
529,1029,6,145,1
513,232,4,275,0
457,727,2,6,0
200,1491,3,46,0
469,803,8,272,1
301,118,3,8,0
759,1116,2,308,1
702,77,2,478,1
41,1443,2,74,0
199,477,10,359,1
746,199,4,174,0
424,820,6,317,1
59,1098,9,160,1
810,1075,9,78,1
184,838,3,187,0
992,831,6,455,1
293,735,3,95,0
798,1444,3,346,1
901,1262,10,392,1
275,565,1,182,0
968,1323,0,389,1
751,442,4,207,0
511,50,9,291,1
54,494,5,129,0
35,464,5,359,1
438,181,5,119,0
635,426,0,268,0
910,606,2,121,0
528,958,0,89,0
270,1310,0,437,1
102,660,2,13,0
14,295,1,72,0
610,791,7,251,1
705,898,6,289,1
583,606,9,83,1
841,377,1,311,1
142,1018,4,359,1
903,216,0,433,1
287,258,1,249,0
998,970,7,85,1
506,1363,2,447,1
954,1440,10,174,1
681,421,2,339,1
522,640,2,218,0
950,848,4,493,1
298,440,0,7,0
520,1300,0,169,0
664,209,0,190,0
105,238,7,474,1
525,305,2,331,1
927,619,2,269,0
793,1079,4,186,0
459,893,1,304,1
714,860,2,123,0
624,1347,1,409,1
228,556,5,146,0
577,1161,9,348,1
950,431,3,227,0
278,526,5,476,1
13,1142,7,355,1
109,321,6,33,1
889,123,3,313,1
75,61,2,138,0
393,30,2,185,0
332,1050,7,104,1
870,1170,5,346,1
545,918,10,453,1
418,1489,1,139,0
680,136,1,95,0
335,710,2,135,0
11,527,3,471,1
492,745,1,309,1
107,856,9,62,1
969,990,8,308,1
632,598,1,443,1
383,979,2,310,1
246,159,10,152,1
335,532,10,217,1
561,432,8,276,1
199,40,8,39,1
450,199,3,369,1
876,396,3,259,0
288,191,8,287,1
90,853,1,446,1
960,728,5,430,1
30,1198,8,499,1
584,872,2,14,0
189,785,0,298,0
292,669,10,399,1
118,1282,0,253,0
650,66,0,383,1
831,73,1,488,1
348,1495,5,317,1
787,837,3,427,1
348,1288,10,30,1
31,885,6,433,1
513,1446,1,125,0
707,1138,6,351,1
908,1012,3,172,0
866,293,4,41,0
43,399,2,74,0
791,540,7,490,1
146,602,10,417,1
627,234,5,72,0
360,1056,10,228,1
891,830,6,82,1
501,927,9,113,1
874,313,9,256,1
684,1069,1,44,0
681,912,4,336,1
347,817,10,398,1
418,165,8,250,1
374,733,8,389,1
19,157,5,30,0
175,595,4,496,1
195,1360,6,275,1
810,1340,2,215,0
300,314,7,36,1
412,541,9,368,1
333,949,6,467,1
346,604,8,327,1
349,687,10,158,1
178,510,5,97,0
886,297,6,184,1
827,371,6,497,1
509,1287,0,487,1
49,422,1,64,0
197,72,4,426,1
38,825,2,127,0
55,632,4,394,1
542,226,1,229,0
80,1407,6,215,1
758,387,1,413,1
893,856,10,213,1
834,1314,6,388,1
261,1019,9,116,1
50,1013,2,255,0
344,176,10,83,1
807,55,1,394,1
194,1160,7,274,1
233,986,1,493,1
389,1372,8,347,1
545,1083,2,114,0
966,705,3,368,1
999,1294,7,286,1
618,382,2,271,0
911,802,0,327,1
301,774,7,271,1
555,129,0,430,1
84,1262,4,415,1
224,568,6,15,1
907,1277,4,129,0
48,218,6,402,1
231,1303,5,32,0
698,1496,6,7,1
742,622,5,76,0
760,715,9,139,1
143,1487,5,472,1
892,279,4,143,0
613,160,4,326,1
345,1493,2,358,1
311,546,10,41,1
676,945,0,237,0
497,411,1,467,1
728,863,1,208,0
255,1302,10,328,1
472,84,9,152,1
82,660,2,41,0
928,712,9,368,1
149,1066,2,194,0
347,1456,5,88,0
960,1202,4,228,0
864,139,7,217,1
768,1265,4,102,0
254,1294,8,172,1
227,954,4,217,0
648,87,3,220,0
529,227,9,87,1
712,1191,4,483,1
482,966,2,323,1
863,167,0,180,0
416,837,1,302,1
576,1279,0,189,0
709,1162,8,398,1
779,685,5,358,1
334,711,10,261,1
275,1218,6,471,1
399,461,2,356,1
399,699,9,158,1
933,1182,9,340,1
520,775,9,307,1
442,1337,0,24,0
826,432,10,217,1
690,1173,2,72,0
622,219,4,355,1
55,717,8,465,1
291,1189,3,408,1
447,105,9,486,1
725,322,7,281,1
600,467,8,227,1
230,1314,3,199,0
264,1021,9,482,1
41,922,4,16,0
211,809,10,326,1
283,564,3,300,0
333,1087,5,6,0
345,1119,0,97,0
804,273,9,50,1
504,357,8,301,1
722,898,0,152,0
841,770,2,113,0
681,1206,3,493,1
241,543,3,486,1
774,636,0,101,0
826,1041,1,39,0
17,52,9,149,1
52,257,10,175,1
979,364,7,208,1
857,273,10,173,1
155,1174,3,168,0
220,548,6,367,1
681,491,8,84,1
354,395,0,86,0
986,630,6,63,1
595,548,4,338,1
109,677,6,139,1
674,842,1,277,0
841,1027,6,249,1
986,1428,6,48,1
32,1111,2,148,0
166,1186,10,448,1
282,347,10,17,1
68,1486,8,94,1
556,334,3,459,1
479,1093,1,204,0
519,951,5,123,0
459,294,5,473,1
211,106,3,25,0
273,441,8,414,1
343,1117,1,156,0
34,153,5,422,1
802,417,1,5,0
264,1021,5,149,0
439,51,7,35,1
868,1386,5,428,1
103,1144,6,325,1
688,476,1,463,1
670,1184,1,394,1
158,986,0,64,0
470,252,0,142,0
152,535,0,112,0
667,1114,8,324,1
467,109,10,163,1
224,954,9,53,1
836,1028,9,167,1
496,134,2,323,1
309,627,7,252,1
132,83,8,336,1
527,1113,6,59,1
669,1431,5,32,0
480,81,7,245,1
193,628,3,468,1
962,723,9,57,1
387,1485,7,165,1
867,1293,0,155,0
206,1078,0,438,1
839,1183,0,420,1
413,551,4,256,0
500,1432,10,353,1
139,1008,9,151,1
485,760,3,352,1
468,345,6,137,1
964,977,7,422,1
86,1111,2,266,0
290,180,7,52,1
839,883,6,462,1
437,68,7,385,1
587,84,2,327,1
410,607,6,244,1
535,1142,8,365,1
381,695,7,466,1
320,320,5,159,0
653,1254,5,35,0
493,370,8,307,1
489,34,2,267,0
728,729,6,123,1
46,497,10,149,1
761,1272,0,414,1
106,846,8,116,1
913,1228,6,134,1
698,368,5,497,1
237,702,2,464,1
240,713,1,480,1
366,898,10,27,1
44,549,3,428,1
361,1332,5,346,1
382,1288,5,110,0
940,53,0,5,0
678,486,6,87,1
970,206,6,362,1
375,504,3,98,0
70,126,10,34,1
217,405,4,250,0
637,1139,2,295,0
110,1350,4,330,1
554,639,8,259,1
874,116,3,481,1
813,841,4,187,0
437,1433,1,441,1
54,615,3,253,0
114,1391,10,282,1
250,1163,4,417,1
531,1292,10,7,1
12,796,8,209,1
354,1431,3,52,0
277,161,0,33,0
538,928,6,215,1
9,1095,4,391,1
259,821,9,498,1
101,176,6,484,1
619,458,10,82,1
217,1474,6,311,1
37,970,0,354,1
833,736,4,413,1
480,1491,10,302,1
733,50,3,82,0
457,592,7,226,1
439,277,3,347,1
885,717,8,226,1
970,596,7,301,1
765,390,10,496,1
616,563,1,223,0
825,1441,2,322,1
12,664,6,389,1
77,1214,0,21,0
44,805,9,106,1
822,174,9,241,1
528,1027,7,199,1
549,518,7,202,1
240,269,9,46,1
953,1453,3,150,0
466,1378,4,461,1
122,1013,5,110,0
498,496,5,93,0
624,1261,5,489,1
199,1041,3,415,1
624,619,9,483,1
970,696,1,480,1
840,290,4,231,0
273,486,8,79,1
758,1462,3,202,0
240,315,4,180,0
964,221,0,203,0
426,633,8,466,1
682,666,4,197,0
488,644,5,348,1
55,427,7,415,1
268,561,4,490,1
42,798,1,384,1
404,672,7,350,1
985,584,7,389,1
681,410,10,441,1
927,712,3,429,1
565,899,4,145,0
8,275,7,158,1
644,483,2,335,1
963,1494,1,284,0
73,657,6,16,1
670,689,1,133,0
176,61,2,326,1
668,708,6,272,1
57,549,0,87,0
920,1242,2,1,0
994,916,2,38,0
986,1158,2,206,0
364,1142,9,190,1
91,181,0,8,0
379,816,4,10,0
726,1335,7,250,1
611,110,0,411,1
497,592,1,1,0
756,266,1,121,0
579,437,1,8,0
960,1434,6,91,1
230,1489,2,499,1
662,211,6,391,1
471,1335,10,112,1
789,1092,5,25,0
207,1243,3,165,0
600,1367,4,247,0
118,601,4,181,0
675,1174,8,409,1
792,1103,9,205,1
925,883,9,183,1
44,1338,0,351,1
695,1459,4,305,1
217,588,7,345,1
707,887,2,451,1
464,204,6,101,1
250,857,1,103,0
516,473,6,254,1
57,575,7,60,1
609,559,3,473,1
644,242,4,338,1
322,48,9,168,1
356,493,5,455,1
277,491,5,442,1
411,248,9,277,1
11,465,8,244,1
599,482,6,57,1
